pic_name,Name,R.A.,Decl.,epoch,rms,V_peak,V_peak_err,FWHM,FWHM_err,T_peak,Area,Area_err,6.7GHz_CH3OH_maser?,RRLs?,distance_bayesian,distance_bayesian_err,d_kin
J201651.20,G68.541-3.367,20 16 51.20,29 22 27.8,20160630,0.060434781,10.02248676,0.052027969,1.720521515,0.12251773,-0.424322682,-0.777120857,0.047924724,,,0.68,1.17,
J200911.68,G69.351-0.855,20 09 11.68,31 26 01.2,20160806,0.045030572,11.08182021,0.113163802,1.601885508,0.266483052,-0.140986072,-0.240403006,0.034631815,,,4.09,0.6,
J201008.98,G69.543-0.973,20 10 08.99,31 31 49.0,20160806,0.037967298,10.8627699,0.035709078,4.27904418,0.084089293,-0.682646321,-3.109386688,0.052916915,Y,,4.06,0.63,
J201332.04,G69.800-1.668,20 13 32.04,31 21 49.2,20160806,0.043339863,12.84590851,0.043550623,2.318410313,0.102554905,-0.42393362,-1.04621362,0.040079225,,,3.93,0.9,
J201335.63,G69.914-1.608,20 13 35.64,31 29 30.8,20160806,0.037622992,13.15724262,0.060628552,1.737685383,0.142770756,-0.263505226,-0.48740793,0.034681397,,,3.89,0.82,
J201239.34,G69.982-1.323,20 12 39.34,31 42 20.6,20160806,0.035838824,13.75263175,0.13229923,3.011095195,0.311543993,-0.153109955,-0.490749792,0.043974337,,,3.84,0.68,
J201340.52,G70.002-1.570,20 13 40.53,31 35 11.1,20160807,0.031188924,13.70240074,0.05543601,2.560598078,0.130543133,-0.282366728,-0.769639142,0.033980711,,,3.69,1,
J201408.07,G70.102-1.622,20 14 08.07,31 38 27.5,20160807,0.034643803,14.75712988,0.043718285,3.026441577,0.102949724,-0.44284813,-1.426656174,0.042027753,,,3.49,1.21,
J201419.76,G70.128-1.654,20 14 19.76,31 38 41.1,20160807,0.028608235,14.7287277,0.032951068,2.914006183,0.077594611,-0.455980116,-1.414388067,0.032616332,,,3.28,1.43,
J201351.51,G70.325-1.403,20 13 51.52,31 56 51.7,20160807,0.038397964,8.459542771,0.206547084,2.5811374,0.390686758,-0.202276502,-0.555761897,0.101080638,,,3.76,0.47,
J201351.51,G70.325-1.403,20 13 51.52,31 56 51.7,20160807,0.038397964,11.52600088,0.113057123,2.819620993,0.222486793,-0.394606287,-1.184368766,0.102587269,,,3.78,0.63,
J201354.93,G70.387-1.377,20 13 54.94,32 00 49.8,20160927,0.046801042,8.570458592,0.174802021,3.220446621,0.361133686,-0.287432146,-0.985334417,0.112756758,,,3.74,0.45,
J201354.93,G70.387-1.377,20 13 54.94,32 00 49.8,20160927,0.046801042,11.81052049,0.13394271,2.510446517,0.252445856,-0.309761114,-0.827770759,0.1080636,,,3.77,0.6,
J201444.62,G70.423-1.564,20 14 44.63,31 56 25.7,20160927,0.040483993,11.11963148,0.027490843,2.596550941,0.064736636,-0.716794918,-1.981180183,0.042776003,,,3.77,0.67,
J201451.30,G70.500-1.540,20 14 51.30,32 01 03.3,20160927,0.039015815,11.14999797,0.057834758,3.480745238,0.136191809,-0.390521938,-1.446937871,0.049029489,,,3.75,0.63,
J200737.06,G71.589+0.983,20 07 37.06,34 18 37.5,20161001,0.035683446,5.829467336,0.117402092,2.552492694,0.276463563,-0.154362095,-0.419408649,0.039342369,,,4.09,0.69,
J200845.47,G71.818+0.850,20 08 45.48,34 25 50.5,20161001,0.039715085,13.21184888,0.076498458,2.750926334,0.180141903,-0.246903941,-0.723001491,0.041001463,,,3.79,0.66,
J200414.39,G72.370+2.299,20 04 14.40,35 40 31.2,20160609,0.058430847,-2.235527368,0.133451281,3.2233146,0.314256895,-0.225306553,-0.773052038,0.065272259,,,1.04,7.3,5.562297171
J202043.58,G76.022+0.751,20 20 43.59,37 52 25.7,20161108,0.039385438,5.058153713,0.06499255,1.542716583,0.153047289,-0.236361405,-0.388145826,0.033346481,,,3.25,0.42,
J202323.65,G76.093+0.158,20 23 23.65,37 35 34.3,20161109,0.065061294,0.408839287,0.083169073,4.04655733,0.195850159,-0.448104011,-1.930175234,0.080904061,Y,,3.33,0.34,4.334713202
J202459.58,G76.102-0.223,20 24 59.58,37 22 54.7,20161109,0.037211347,-0.272972699,0.076083438,1.940784399,0.179164596,-0.216140742,-0.446525372,0.035699194,,,3.31,0.37,4.419863108
J202729.84,G76.260-0.722,20 27 29.84,37 13 15.8,20161109,0.034048185,-0.542723451,0.095499518,2.356183597,0.250711737,-0.202920104,-0.5089398,0.043905217,,,2.88,0.59,4.414811568
J202729.84,G76.260-0.722,20 27 29.84,37 13 15.8,20161109,0.034048185,1.842913903,0.128762715,1.099404695,0.305576263,-0.100521246,-0.117638007,0.033207649,,,3.12,0.53,4.097959226
J202432.84,G76.426+0.113,20 24 32.84,37 50 24.3,20161112,0.027922986,0.632558284,0.047684474,1.80558086,0.112289479,-0.244028961,-0.469019095,0.025259712,,,3.28,0.39,4.221190548
J201659.10,G76.832+2.187,20 16 59.10,39 21 04.2,20160630,0.067272514,3.263151843,0.107886444,2.651934679,0.254055701,-0.308339219,-0.870409858,0.072216467,,,2.73,0.61,3.731750991
J201643.74,G76.836+2.249,20 16 43.70,39 23 20.2,20160611,0.053315304,3.995765982,0.114045925,2.307546406,0.268560316,-0.215085318,-0.528315582,0.053248238,,,2.65,0.58,
J202433.02,G77.015+0.528,20 24 33.03,38 33 38.3,20161112,0.035859168,2.899476648,0.062263104,2.342524104,0.146619871,-0.301579241,-0.751999796,0.040760854,,,3,0.44,3.741943477
J203511.62,G77.281-1.872,20 35 11.62,37 21 57.6,20161112,0.043999963,-3.888459421,0.102370598,1.783629063,0.241066746,-0.154378569,-0.293105361,0.034308657,,,2.45,0.98,4.577380611
J202006.70,G77.973+2.236,20 20 06.70,40 19 17.9,20160605,0.038837176,14.37878833,0.049069996,1.53103596,0.115552165,-0.326247639,-0.531697941,0.034751549,,H,2.06,1.08,
J202946.29,G78.203+0.128,20 29 46.30,39 17 40.0,20160929,0.056179091,10.67332285,0.055260996,1.892485878,0.130131001,-0.431426776,-0.869104409,0.051753747,,,2.51,0.53,
J203506.34,G78.345-1.055,20 35 06.34,38 42 24.5,20160929,0.051624682,-3.048011371,0.157111951,2.952328533,0.369974071,-0.17392218,-0.546577644,0.059323682,,,2.85,0.33,4.232724942
J202932.65,G78.362+0.298,20 29 32.65,39 31 21.2,20160929,0.056310259,9.031082929,0.070399417,2.668963452,0.165779616,-0.403800923,-1.147207941,0.061712299,,,2.53,0.52,
J202632.31,G78.377+1.020,20 26 32.32,39 57 20.9,20160929,0.070272058,1.206227534,0.048214117,2.10688189,0.113536703,-0.589432627,-1.321924258,0.061693662,,H,2.79,0.47,3.646441827
J203012.93,G78.457+0.207,20 30 12.94,39 32 48.1,20160929,0.064922936,9.282050111,0.096761119,2.2527629,0.227857302,-0.270791378,-0.649355507,0.05687978,,,2.52,0.52,
J203627.88,G78.477-1.287,20 36 27.89,38 40 24.2,20160929,0.053293526,-1.868893207,0.130369502,2.880312844,0.306999786,-0.200711661,-0.615381555,0.056805411,,,2.43,0.66,4.051846856
J202729.35,G78.633+0.979,20 27 29.35,40 08 26.1,20160928,0.042433411,-7.799508901,0.178991909,2.55486573,0.421497949,-0.139473283,-0.3793074,0.05419735,,H,1.78,1.69,4.721917992
J202729.35,G78.633+0.979,20 27 29.35,40 08 26.1,20160928,0.042433411,0.514952135,0.019361244,2.224813036,0.045592701,-1.203421724,-2.849991586,0.050579293,,H,3.08,0.21,3.68566675
J203035.68,G78.662+0.266,20 30 35.69,39 44 47.8,20160928,0.039160583,0.330812601,0.117413283,2.799312253,0.276489916,-0.21871484,-0.651721138,0.055744212,,H,3.08,0.2,3.705812112
J203035.68,G78.662+0.266,20 30 35.69,39 44 47.8,20160928,0.039160583,8.259986345,0.130983231,1.650029567,0.308445021,-0.150511489,-0.264358688,0.042796377,,H,2.54,0.53,
J203057.83,G78.670+0.184,20 30 57.83,39 42 16.3,20160928,0.047192108,-1.28220841,0.167784114,2.743965225,0.395105345,-0.157721569,-0.460682698,0.057446501,,H,3.09,0.2,3.929573365
J202755.26,G78.728+0.946,20 27 55.26,40 11 54.5,20160929,0.093083613,0.18283322,0.034165217,1.981198088,0.080453742,-1.155027612,-2.43586086,0.085663432,,H,3.08,0.2,3.71085463
J202919.89,G78.840+0.695,20 29 19.90,40 08 34.3,20160916,0.035262942,0.433685344,0.061959921,1.621959181,0.145905924,-0.255864184,-0.441755156,0.034415594,,H,3.08,0.2,3.646739912
J202910.93,G78.873+0.754,20 29 10.93,40 12 14.9,20160916,0.043326981,-7.477341623,0.2445003,4.902515751,0.576317542,-0.115790663,-0.604261254,0.06147505,,H,3.06,0.41,4.634877287
J202910.93,G78.873+0.754,20 29 10.93,40 12 14.9,20160916,0.043326981,0.530792554,0.079502017,1.717603095,0.187275199,-0.210813451,-0.385436947,0.036393684,,H,3.08,0.2,3.624192798
J202920.35,G78.882+0.723,20 29 20.35,40 11 37.5,20160916,0.046829246,-6.244899988,0.239598937,2.197386951,0.564218021,-0.099051397,-0.231685768,0.051518966,Y,H,2.95,1.3,4.493824708
J202920.35,G78.882+0.723,20 29 20.35,40 11 37.5,20160916,0.046829246,0.495755869,0.124354231,1.448818,0.292834763,-0.154936463,-0.238945954,0.041830128,,H,3.08,0.2,3.627174426
J202939.84,G78.901+0.661,20 29 39.85,40 10 20.7,20160916,0.033733167,-0.161586762,0.101702564,2.194030328,0.23949363,-0.167008244,-0.390043233,0.036873469,,H,3.08,0.2,3.718548722
J202032.02,G78.906+2.779,20 20 32.00,41 23 53.2,20160615,0.042500187,7.338401041,0.096627805,2.575620933,0.227543367,-0.193616098,-0.530830197,0.040613843,,,2.16,0.68,
J202908.19,G78.911+0.792,20 29 08.19,40 15 26.5,20160916,0.049200907,0.518262854,0.033610029,1.696595674,0.079146361,-0.605621383,-1.093734134,0.044187265,,,3.08,0.2,3.616674108
J202929.58,G78.931+0.722,20 29 29.59,40 13 55.0,20160916,0.048129998,0.235258942,0.056535109,1.101619758,0.133131339,-0.303007658,-0.355318264,0.037185863,,,3.08,0.2,3.653868493
J202958.66,G79.003+0.660,20 29 58.67,40 15 16.9,20160916,0.058215141,-0.033193206,0.137010424,1.175064589,0.322638119,-0.171666491,-0.214723451,0.051062001,,,2.62,0.49,3.675420524
J202958.66,G79.003+0.660,20 29 58.67,40 15 16.9,20160916,0.058215141,6.514364548,0.139464494,1.942101689,0.328417071,-0.216841713,-0.448277567,0.065649003,,,2.49,0.47,
J202220.27,G79.024+2.449,20 22 20.30,41 18 23.4,20160424,0.050609976,9.34031744,0.07680913,1.629451659,0.180873486,-0.220271819,-0.382060931,0.036726179,,H,2.12,0.64,
J202323.96,G79.128+2.278,20 23 24.00,41 17 39.4,20160605,0.04711115,10.53555863,0.085424532,1.513086647,0.201161412,-0.204067188,-0.328676905,0.037842748,,H,2.16,0.64,
J203225.40,G79.128+0.173,20 32 25.41,40 04 01.7,20160916,0.066758469,2.072870595,0.121905643,2.532046539,0.287068721,-0.261839638,-0.705731147,0.069294943,,,2.55,0.49,3.316749206
J203041.86,G79.139+0.589,20 30 41.87,40 19 21.6,20160917,0.050883304,-0.159878181,0.073816341,2.152429302,0.173825937,-0.337632555,-0.773580335,0.054100936,,,2.61,0.49,3.661067229
J202922.15,G79.211+0.954,20 29 22.16,40 35 43.7,20160917,0.057289716,7.242187425,0.055434519,1.221266269,0.130539622,-0.345881459,-0.449645089,0.041621461,,,2.42,0.5,
J203136.98,G79.246+0.451,20 31 36.99,40 19 38.5,20160917,0.045258593,0.95648029,0.021459541,2.650312654,0.050533864,-1.096398338,-3.09312655,0.05107518,,H,2.58,0.49,3.467239167
J203116.70,G79.251+0.534,20 31 16.71,40 22 50.8,20160917,0.056344777,-0.079425174,0.029721859,2.545146856,0.069990328,-0.92679738,-2.510902529,0.059797483,,,2.6,0.49,3.622360253
J202926.89,G79.259+0.970,20 29 26.89,40 38 35.7,20160917,0.041339528,7.137758723,0.092392096,1.178581975,0.217568935,-0.173776792,-0.218013698,0.034850575,,,2.42,0.5,
J203451.16,G79.303-0.277,20 34 51.17,39 56 22.8,20160917,0.044065006,-0.976449833,0.078205377,2.343659969,0.18416143,-0.248305039,-0.619458683,0.042153854,,,2.55,0.49,3.738484512
J203627.27,G79.312-0.654,20 36 27.28,39 43 13.9,20160917,0.044069294,3.967109121,0.05097736,2.113895653,0.120043709,-0.383142543,-0.862136701,0.042398762,,H,2.07,0.34,2.914798767
J203706.84,G79.330-0.800,20 37 06.85,39 38 47.6,20160917,0.044800654,6.221596756,0.131583414,2.141008348,0.309858359,-0.176171067,-0.401499637,0.050324597,,H,2.64,0.41,2.324968581
J203220.52,G79.331+0.342,20 32 20.52,40 19 50.7,20160917,0.044088233,0.744962481,0.034508763,2.629859419,0.081262739,-0.702277059,-1.965953428,0.052609845,,,2.57,0.49,3.479161173
J203425.73,G79.362-0.131,20 34 25.73,40 04 29.4,20160917,0.041610859,-0.743588726,0.043606093,3.03435642,0.102685529,-0.522278623,-1.686945503,0.049439435,,H,2.56,0.49,3.691618491
J203255.79,G79.431+0.276,20 32 55.80,40 22 20.6,20160919,0.039719969,0.200539318,0.039338001,2.093282984,0.092634839,-0.420894958,-0.937851067,0.035942926,,,2.57,0.49,3.537599342
J203323.39,G79.477+0.201,20 33 23.39,40 21 52.4,20160919,0.048560556,0.20390402,0.041788507,1.894563925,0.098405399,-0.476414015,-0.960784533,0.043217775,,,2.56,0.49,3.526021932
J203714.92,G79.480-0.719,20 37 14.93,39 48 57.1,20160919,0.038617361,4.765576272,0.178302119,5.294173761,0.419873603,-0.167100297,-0.941689275,0.064675208,,,2.69,0.36,
J203408.64,G79.499+0.039,20 34 08.64,40 17 09.2,20160919,0.04052379,0.597826615,0.043707427,2.483765092,0.102924155,-0.458864075,-1.213184314,0.043537959,,,2.55,0.49,3.460561351
J203417.58,G79.534+0.029,20 34 17.59,40 18 30.3,20160919,0.044033788,0.622937665,0.048537008,2.305679739,0.114297063,-0.449588921,-1.103435099,0.047370999,,,2.54,0.49,3.448100232
J203741.87,G79.561-0.766,20 37 41.87,39 51 06.5,20160919,0.047511891,6.425310014,0.065055114,0.637669564,0.153194616,-0.232886512,-0.158078292,0.032886393,,H,2.64,0.41,2.152540935
J204137.94,G79.854-1.495,20 41 37.95,39 38 21.2,20160908,0.036581069,-1.356271262,0.030728423,2.341102919,0.07236063,-0.611031405,-1.522706665,0.040759095,,H,2.28,0.62,3.66258638
J202449.89,G79.877+2.476,20 24 49.90,42 01 18.4,20160423,0.046698656,5.811246223,0.027072901,1.399157514,0.063752447,-0.770970326,-1.148250074,0.04530967,,H,2.22,0.55,2.251658467
J202431.63,G79.886+2.552,20 24 31.60,42 04 20.5,20171214,0.028134622,5.548681137,0.02144684,2.084383505,0.050503953,-0.684188461,-1.518048276,0.031853405,,H,2.21,0.55,0.524661705
J204140.96,G79.887-1.481,20 41 40.96,39 40 25.4,20160908,0.039952245,-1.185295844,0.045983545,3.21737724,0.108284057,-0.586857285,-2.009864112,0.058581802,,H,2.18,0.66,3.630827008
J202418.99,G79.904+2.612,20 24 19.00,42 07 16.6,20160424,0.044657797,5.662349138,0.020475914,1.660423218,0.048217576,-0.856970142,-1.514665378,0.038091432,,,2.19,0.55,
J204150.24,G79.908-1.502,20 41 50.24,39 40 40.2,20160914,0.052111693,-1.137224079,0.086903117,3.491795727,0.204643249,-0.328380937,-1.220559561,0.061948383,,,2.27,0.61,3.618996626
J204155.62,G79.998-1.454,20 41 55.63,39 46 42.9,20160914,0.066594727,-2.50661222,0.057725738,1.595227561,0.135935084,-0.405300692,-0.688227781,0.050787795,,H,2.18,0.7,3.787142982
J202422.36,G80.021+2.681,20 24 22.40,42 15 24.4,20160609,0.076440014,4.873697097,0.072177359,2.167590121,0.169966391,-0.464693577,-1.072200593,0.072811346,,,2.12,0.5,
J202433.72,G80.128+2.713,20 24 33.70,42 21 44.8,20160423,0.047696937,4.391815493,0.068011655,1.333369456,0.160156852,-0.23901987,-0.339247549,0.035289924,,,2.12,0.5,
J202433.72,G80.128+2.713,20 24 33.70,42 21 44.8,20160423,0.047696937,8.298557091,0.090187176,1.228452748,0.212376747,-0.173021442,-0.226251044,0.033873993,,,1.91,0.55,
J202413.76,G80.268+2.886,20 24 13.80,42 34 35.6,20170322,0.047882084,6.311393068,0.1127117,2.046359874,0.265418425,-0.186347166,-0.405916787,0.045596309,,,2.07,0.52,
J204145.42,G80.371-1.123,20 41 45.43,40 16 32.7,20160914,0.059695169,-1.663490279,0.117144694,1.72217341,0.275857432,-0.194194488,-0.355996713,0.049381779,,,2.32,0.5,3.58775385
J204645.76,G80.496-2.246,20 46 45.80,39 40 40.8,20160403,0.036854357,-4.600488639,0.102536069,2.219794194,0.241456406,-0.171565928,-0.405392738,0.03818813,,,2.48,1.39,3.94786415
J204614.03,G80.685-1.964,20 46 14.03,40 00 04.9,20160913,0.044590581,-3.945042758,0.095134312,1.700974848,0.224026425,-0.173075803,-0.313376523,0.035744041,,,2.27,0.86,3.824289163
J203647.31,G80.820+0.405,20 36 47.31,41 33 43.4,20160911,0.067690931,-2.797084299,0.122235542,2.048811732,0.287845584,-0.23969983,-0.522759566,0.063604359,Y,H,2.64,0.27,3.644423069
J203647.31,G80.820+0.405,20 36 47.31,41 33 43.4,20160911,0.067690931,5.922539209,0.09540307,1.10701562,0.224659307,-0.225773597,-0.266047456,0.04675574,,H,2.08,0.41,1.815159009
J203542.50,G81.252+0.982,20 35 42.50,42 15 16.9,20160911,0.042843159,13.64947195,0.242573625,3.048382327,0.571222945,-0.151308019,-0.490979761,0.079666597,,H,2.04,0.53,
J204031.81,G81.264-0.136,20 40 31.82,41 35 11.8,20160911,0.050780382,-6.054800679,0.0879781,1.617275325,0.207174665,-0.214110365,-0.368598753,0.040890676,,H,1.57,0.12,3.966629253
J203558.45,G81.266+0.931,20 35 58.46,42 14 05.6,20160911,0.059620455,14.06543264,0.144498397,2.778748655,0.340271123,-0.193813237,-0.573277517,0.060798609,,H,2.03,0.56,
J204040.70,G81.299-0.144,20 40 40.71,41 36 32.6,20160814,0.036089499,-5.900639444,0.066599824,1.565737717,0.156832168,-0.199718326,-0.332865772,0.028873994,,,1.57,0.12,3.940694525
J203657.74,G81.341+0.759,20 36 57.74,42 11 29.7,20160814,0.042157255,15.43276635,0.076086184,2.674191935,0.179171061,-0.260913071,-0.742712309,0.043095442,,H,1.95,0.69,
J204031.36,G81.393-0.035,20 40 31.36,41 45 01.5,20160814,0.046598777,-4.736553949,0.092160063,4.243181026,0.217022535,-0.29016585,-1.310599714,0.058050116,,,1.57,0.12,3.776101315
J203730.45,G81.435+0.704,20 37 30.46,42 13 58.8,20160814,0.036591105,-1.715070843,0.046743275,1.951224377,0.110073101,-0.320287746,-0.665242132,0.032499465,,H,2.29,0.4,3.356935413
J204031.71,G81.469+0.023,20 40 31.71,41 50 44.4,20160814,0.04615178,-4.806762108,0.0501202,3.065252913,0.118025232,-0.516974907,-1.686817073,0.056248648,,H,1.57,0.12,3.769145647
J204038.38,G81.512+0.030,20 40 38.39,41 53 02.8,20160814,0.041916296,-5.918386626,0.108481671,2.998362397,0.255457369,-0.373736607,-1.192839387,0.088009538,,H,1.56,0.12,3.898979429
J204038.38,G81.512+0.030,20 40 38.39,41 53 02.8,20160814,0.041916296,5.636814281,0.078905028,0.921915262,0.185808998,-0.284906919,-0.279592947,0.048800503,,H,2.21,0.4,1.638618717
J203952.97,G81.525+0.218,20 39 52.98,42 00 33.9,20160814,0.037155468,-5.631455396,0.200345344,1.602957324,0.471781949,-0.112929126,-0.192690426,0.049112604,,H,1.56,0.12,3.860919463
J203952.97,G81.525+0.218,20 39 52.98,42 00 33.9,20160814,0.037155468,2.629698307,0.063367259,1.113371265,0.149219984,-0.297543769,-0.352633103,0.040929624,,H,2.24,0.4,2.588602424
J203952.97,G81.525+0.218,20 39 52.98,42 00 33.9,20160814,0.037155468,8.39011408,0.032312653,2.287711082,0.076091246,-0.836406719,-2.036811784,0.058669883,,H,2.07,0.45,
J204028.89,G81.548+0.095,20 40 28.90,41 57 08.5,20160814,0.032300744,-5.910485667,0.173405486,4.793674215,0.408348945,-0.200390745,-1.022535479,0.075433631,,H,1.56,0.12,3.890623128
J204028.89,G81.548+0.095,20 40 28.90,41 57 08.5,20160814,0.032300744,3.174608543,0.046212785,1.419283021,0.108824387,-0.409125231,-0.618098202,0.041044421,,H,2.23,0.4,2.461735109
J204028.89,G81.548+0.095,20 40 28.90,41 57 08.5,20160814,0.032300744,9.086254109,0.061792603,1.921652695,0.145511914,-0.356045344,-0.72830354,0.047760056,,H,2.03,0.49,
J204033.54,G81.582+0.103,20 40 33.54,41 59 00.8,20160814,0.040261801,-6.510385177,0.130135972,3.818765606,0.30644986,-0.176986669,-0.719441967,0.049998793,,H,1.56,0.12,3.95673408
J204033.54,G81.582+0.103,20 40 33.54,41 59 00.8,20160814,0.040261801,3.062567607,0.041203807,1.426866591,0.100134256,-0.397534555,-0.603796324,0.047081847,,H,2.23,0.4,2.478431975
J204033.54,G81.582+0.103,20 40 33.54,41 59 00.8,20160814,0.040261801,6.417373284,0.28710986,3.516418013,1.022416875,-0.098341804,-0.368104287,0.082513891,,H,2.2,0.4,
J204033.54,G81.582+0.103,20 40 33.54,41 59 00.8,20160814,0.040261801,9.101548731,0.05990513,0.841966012,0.167438694,-0.186631062,-0.167267165,0.039636599,,H,2.03,0.49,
J203949.27,G81.601+0.291,20 39 49.27,42 06 48.4,20160814,0.038747896,3.044763658,0.034644493,1.532629031,0.081744604,-0.40631362,-0.662873471,0.030591416,,H,2.23,0.4,2.477303549
J203949.27,G81.601+0.291,20 39 49.27,42 06 48.4,20160814,0.038747896,8.070047995,0.113524215,3.038109159,0.268408624,-0.17442712,-0.564091552,0.043044731,,H,2.01,0.42,
J203916.71,G81.663+0.465,20 39 16.72,42 16 09.2,20160814,0.042372219,-3.549507277,0.074869738,1.263102273,0.176306522,-0.184052532,-0.247464282,0.029913363,,H,2.3,0.41,3.564129565
J203916.71,G81.663+0.465,20 39 16.72,42 16 09.2,20160814,0.042372219,18.37390567,0.172966161,4.234399657,0.407308256,-0.145852915,-0.657414334,0.054766835,,H,1.3,0.07,
J203901.04,G81.683+0.541,20 39 01.04,42 19 52.7,20160814,0.095980279,-2.689030118,0.016123754,3.742692392,0.037968919,-6.61917768,-26.37062261,0.231681017,,H,2.29,0.4,3.442020795
J203901.04,G81.683+0.541,20 39 01.04,42 19 52.7,20160814,0.095980279,7.963037333,0.044938652,2.084666359,0.105823496,-1.772475612,-3.933227225,0.172909402,,H,2.1,0.45,
J204130.42,G81.685-0.040,20 41 30.43,41 58 40.6,20160814,0.055323299,8.627003954,0.033765226,1.600237708,0.079511827,-0.582229209,-0.991769388,0.042675888,,H,2.08,0.48,
J204810.06,G81.713-1.610,20 48 10.07,41 01 24.3,20160818,0.042442478,2.308477791,0.027097266,1.613990532,0.063809823,-0.59427582,-1.020989445,0.034957346,,,1.59,0.17,2.606580066
J204418.09,G81.720-0.674,20 44 18.10,41 36 50.4,20160818,0.026773542,8.367308716,0.048943842,1.195968566,0.115255093,-0.199071854,-0.253432225,0.021151314,,,1.5,0.2,
J203902.00,G81.752+0.591,20 39 02.01,42 24 59.3,20160818,0.06610886,-3.176129149,0.048718726,3.604796618,0.11472498,-0.677401189,-2.59931511,0.071641488,Y,H,2.29,0.41,3.494535431
J203737.96,G81.784+0.940,20 37 37.96,42 39 13.5,20160818,0.04194618,-0.899315773,0.091268203,2.310319528,0.214922343,-0.194959172,-0.479455087,0.038627922,,,2.26,0.4,3.156760132
J203747.38,G81.794+0.911,20 37 47.39,42 38 39.0,20160818,0.03396247,-1.082461705,0.052306549,2.650456449,0.123173742,-0.352323378,-0.994018218,0.040005918,Y,,2.26,0.4,3.182805481
J203640.37,G81.828+1.194,20 36 40.37,42 50 31.6,20160818,0.043748483,12.61274493,0.140410413,2.686217089,0.330644561,-0.157683573,-0.450878754,0.048060389,,,2.04,0.5,
J203812.66,G81.832+0.842,20 38 12.67,42 37 57.9,20160818,0.04076777,-2.677525217,0.050574542,2.426638787,0.119095137,-0.382989959,-0.989292539,0.042048771,,,2.28,0.41,3.408294618
J203620.61,G81.834+1.274,20 36 20.61,42 53 43.7,20160818,0.043284792,11.28382114,0.122280314,2.865119557,0.287951013,-0.175293828,-0.534615549,0.046533468,,,2.01,0.49,
J203754.76,G81.840+0.917,20 37 54.77,42 41 04.2,20160818,0.03879647,-1.471965347,0.032867728,2.5593048,0.077398359,-0.524630928,-1.429249704,0.037432466,,H,2.27,0.4,3.23172172
J203745.30,G81.856+0.966,20 37 45.30,42 43 37.3,20160818,0.040930681,-0.948227684,0.066351168,1.943691111,0.156246623,-0.272057946,-0.562886553,0.039185053,,,2.26,0.4,3.148280257
J203836.66,G81.871+0.779,20 38 36.67,42 37 30.6,20160818,0.040117342,-3.057166214,0.06520108,2.20345784,0.153538346,-0.276417644,-0.648339852,0.039124224,,H,2.28,0.41,3.452956875
J203836.66,G81.871+0.779,20 38 36.67,42 37 30.6,20160818,0.040117342,9.345570303,0.058267278,3.459096795,0.137210325,-0.387549347,-1.426993302,0.049020284,Y,H,2.09,0.53,
J203849.48,G81.877+0.734,20 38 49.49,42 36 08.3,20160818,0.040067829,-2.838334529,0.12079969,2.731692215,0.284464375,-0.170643461,-0.49619642,0.044749422,,H,2.28,0.41,3.421371477
J203849.48,G81.877+0.734,20 38 49.49,42 36 08.3,20160818,0.040067829,9.104631948,0.06507988,2.80816308,0.153252937,-0.321162355,-0.960017543,0.045372533,Y,H,1.9,0.54,
J203834.25,G81.898+0.809,20 38 34.25,42 39 53.6,20160818,0.036861975,-2.979590777,0.065654983,2.24653697,0.154607215,-0.260720574,-0.623477928,0.037158831,,H,2.28,0.41,3.436460822
J203834.25,G81.898+0.809,20 38 34.25,42 39 53.6,20160818,0.036861975,10.67677142,0.177484241,5.561908245,0.417947629,-0.15175318,-0.898449829,0.05846782,Y,H,2.03,0.49,
J204209.16,G81.918-0.010,20 42 09.16,42 10 47.9,20160818,0.044968523,8.827824549,0.069220937,1.790228726,0.16300448,-0.260221757,-0.495888842,0.039101331,,H,2.05,0.48,
J203116.01,G81.972+2.526,20 31 16.00,43 45 05.3,20160423,0.093690708,-3.203479156,0.108622508,2.262542367,0.255789018,-0.392362513,-0.944966554,0.09252087,,,1.56,0.12,3.450614084
J204355.40,G82.069-0.309,20 43 55.41,42 06 52.0,20160818,0.042269487,7.677149204,0.118825098,4.349945252,0.27981452,-0.2395805,-1.109347138,0.061796307,,H,1.97,0.41,
J203255.66,G82.129+2.269,20 32 55.70,43 43 35.2,20160423,0.052087206,-2.538790988,0.128798661,1.907447227,0.32188619,-0.26418572,-0.536406559,0.076726781,,,1.55,0.12,3.324290513
J203255.66,G82.129+2.269,20 32 55.70,43 43 35.2,20160423,0.052087206,-0.598122959,0.111500853,1.158951305,0.247945683,-0.228221047,-0.281548418,0.066692797,,,1.54,0.13,3.031180115
J204234.39,G82.186+0.100,20 42 34.40,42 27 30.8,20160818,0.03892066,9.572094892,0.072368949,2.274728553,0.170417556,-0.252213268,-0.610702528,0.039621568,,H,1.91,0.45,
J204016.72,G82.308+0.729,20 40 16.72,42 56 28.6,20160729,0.038161878,11.25537512,0.087148016,1.354576385,0.205219947,-0.14963892,-0.215764641,0.028309886,Y,,1.93,0.46,
J204244.04,G82.396+0.228,20 42 44.05,42 42 10.7,20160729,0.039048672,9.492446202,0.114384288,1.344280863,0.269367449,-0.17502779,-0.250454728,0.043458981,,,1.9,0.45,
J204244.04,G82.396+0.228,20 42 44.05,42 42 10.7,20160729,0.039048672,13.64402912,0.196213635,1.780891989,0.462072948,-0.117431313,-0.222614632,0.050019713,,,1.95,0.49,
