pic_name,Name,R.A.,Decl.,epoch,rms,V_peak,V_peak_err,FWHM,FWHM_err,T_peak,Area,Area_err,6.7GHz_CH3OH_maser?,RRLs?,distance_bayesian,distance_bayesian_err,d_kin
J183048.72,G28.852+3.701,18 30 48.70,-1 56 01.9,20160615,0.071504593,7.918460415,0.036758468,1.597193461,0.086560443,-0.817516251,-1.389908237,0.065232933,,,0.24,0.01,
J184446.41,G28.855-0.219,18 44 46.41,-3 43 41.5,20160919,0.042969551,79.43910256,0.127908557,1.26605802,0.301204567,-0.118906479,-0.160247527,0.033018531,Y,H,4.39,0.33,4.437338431
J184446.41,G28.855-0.219,18 44 46.41,-3 43 41.5,20160919,0.042969551,86.82945094,0.22065829,3.059502138,0.519622421,-0.107166746,-0.349014136,0.051333043,Y,H,4.52,0.41,4.774999872
J184446.41,G28.855-0.219,18 44 46.41,-3 43 41.5,20160919,0.042969551,95.4862916,0.135611337,3.243700722,0.319347688,-0.179550586,-0.619954495,0.052856181,Y,H,8.04,0.46,5.185459153
J184346.28,G28.862+0.065,18 43 46.29,-3 35 29.9,20160916,0.041474812,52.58448213,0.10703919,1.137598169,0.252060514,-0.12939419,-0.156688049,0.030066626,,,10.72,0.35,3.187287123
J184346.28,G28.862+0.065,18 43 46.29,-3 35 29.9,20160916,0.041474812,80.61839956,0.094362043,3.452422987,0.222207843,-0.255704568,-0.939711836,0.052379053,,H,4.41,0.35,4.490776883
J184346.28,G28.862+0.065,18 43 46.29,-3 35 29.9,20160916,0.041474812,100.2294465,0.085628058,4.013544341,0.201640674,-0.303796621,-1.297905922,0.056472921,Y,H,8.01,0.55,8.849989931
J182905.32,G28.863+4.192,18 29 05.30,-1 41 56.6,20170220,0.038360212,7.393151019,0.03738807,2.390302285,0.088043056,-0.643685881,-1.637793036,0.052243297,,,0.24,0.01,
J184455.50,G28.920-0.228,18 44 55.51,-3 40 27.6,20160716,0.038100518,95.8164349,0.102552098,2.830746686,0.241494132,-0.195495498,-0.589074168,0.043521836,,H,8.03,0.46,9.063204639
J182923.39,G28.943+4.148,18 29 23.40,-1 38 55.5,20170220,0.03838414,7.715605256,0.04161202,1.832001255,0.097989798,-0.47477286,-0.925856887,0.042887719,,,0.24,0.01,
J184416.09,G29.057+0.026,18 44 16.09,-3 26 10.7,20160916,0.044903968,97.35499161,0.205635158,5.02371182,0.484238622,-0.136410665,-0.729466338,0.060894132,,,7.97,0.56,
J184422.39,G29.119+0.029,18 44 22.40,-3 22 46.5,20160916,0.048568252,97.21372769,0.074625312,4.052192407,0.175730931,-0.369347882,-1.59315445,0.059835124,,,7.95,0.57,
J183629.54,G29.120+2.242,18 36 29.50,-2 21 58.5,20160615,0.051520314,35.2171493,0.066670195,1.351982393,0.156997874,-0.274137484,-0.394522402,0.03967386,,,2.16,0.46,
J184650.79,G29.228-0.609,18 46 50.79,-3 34 26.9,20160916,0.038411334,64.38778775,0.075407722,1.873812561,0.177573376,-0.222283299,-0.443368863,0.036386831,,,4.28,0.29,
J184650.79,G29.228-0.609,18 46 50.79,-3 34 26.9,20160916,0.038411334,82.10182672,0.09168958,1.368078547,0.237522357,-0.200363249,-0.291783888,0.041609773,,,4.41,0.39,
J184650.79,G29.228-0.609,18 46 50.79,-3 34 26.9,20160916,0.038411334,83.51762147,0.088799391,0.755098163,0.20538424,-0.150455107,-0.120932369,0.034173857,,,4.44,0.41,
J184427.91,G29.246+0.068,18 44 27.92,-3 14 54.3,20160916,0.040242542,79.1381514,0.127408163,3.043274857,0.300026771,-0.156842087,-0.508084562,0.043378885,,,4.41,0.36,
J184427.91,G29.246+0.068,18 44 27.92,-3 14 54.3,20160916,0.040242542,89.66676683,0.286026568,4.099380488,0.732454615,-0.095894895,-0.418452268,0.062106455,,,4.66,0.48,
J184427.91,G29.246+0.068,18 44 27.92,-3 14 54.3,20160916,0.040242542,95.12997997,0.196678738,3.360018258,0.480132956,-0.127851311,-0.45727666,0.057422313,,,7.88,0.62,
J184710.82,G29.247-0.693,18 47 10.82,-3 35 44.2,20160916,0.042893786,64.74300942,0.051127914,2.728102117,0.120398235,-0.415831655,-1.207564618,0.046152175,,,4.27,0.29,
J184710.82,G29.247-0.693,18 47 10.82,-3 35 44.2,20160916,0.042893786,82.45742406,0.107152089,2.570788472,0.252326393,-0.192605035,-0.527067442,0.044801228,,,4.4,0.41,
J184513.36,G29.277-0.128,18 45 13.36,-3 18 38.0,20160916,0.037388474,60.44643582,0.11579951,2.133293002,0.27268972,-0.158183562,-0.359206402,0.039760008,,,4.34,0.38,
J184513.36,G29.277-0.128,18 45 13.36,-3 18 38.0,20160916,0.037388474,79.54369222,0.121298229,2.920297409,0.285638342,-0.176650465,-0.549128617,0.046514804,,,4.43,0.37,
J184556.85,G29.281-0.330,18 45 56.85,-3 23 56.4,20160916,0.04460559,96.51723715,0.115574864,1.639817927,0.272160664,-0.146422498,-0.25558517,0.036738087,,,7.91,0.5,
J184519.01,G29.398-0.093,18 45 19.02,-3 11 15.3,20160916,0.04325784,105.1828358,0.157912469,3.521095228,0.371859143,-0.16716147,-0.626536192,0.0573007,,,7.85,0.58,
J184650.18,G29.402-0.517,18 46 50.18,-3 22 39.3,20160916,0.048996903,63.50763336,0.109669435,2.523768742,0.258254354,-0.212148875,-0.56993129,0.050503954,,,4.29,0.32,
J184421.26,G29.414+0.185,18 44 21.27,-3 02 45.1,20160916,0.038147401,79.24607872,0.14193595,4.045552131,0.334236953,-0.173980959,-0.749224089,0.053609011,,H,4.42,0.39,4.428750852
J184549.69,G29.835-0.012,18 45 49.70,-2 45 40.3,20160917,0.03951709,100.7762261,0.055606559,2.810059346,0.130944738,-0.397832362,-1.190002325,0.048022358,Y,H,7.64,0.69,5.515807495
J184544.45,G29.873+0.032,18 45 44.45,-2 42 28.6,20160917,0.041273061,101.5789675,0.166423053,7.982508896,0.391900255,-0.232429242,-1.974978565,0.083967331,Y,H,7.59,0.71,5.565680712
J184839.29,G29.887-0.779,18 48 39.29,-3 03 55.1,20160917,0.045856752,83.41294741,0.031268684,2.639929251,0.073632855,-0.661670374,-1.859371577,0.044913888,,H,4.32,0.55,4.629340145
J184553.81,G29.887-0.005,18 45 53.81,-2 42 43.3,20160917,0.045479391,100.4427709,0.068811875,5.57032594,0.162041199,-0.587567859,-3.483941462,0.087768254,Y,H,7.62,0.69,5.500307008
J184545.63,G29.927+0.054,18 45 45.64,-2 38 58.9,20160917,0.037273768,7.480040035,0.09043975,1.948162908,0.212971465,-0.176684298,-0.366399976,0.034686475,,,14.36,0.36,0.451874799
J184613.75,G29.941-0.071,18 46 13.76,-2 41 39.0,20160917,0.05267081,7.209483015,0.108181003,1.869866815,0.254749342,-0.226445076,-0.450718895,0.053180116,,He,14.39,0.36,0.43118276
J184613.75,G29.941-0.071,18 46 13.76,-2 41 39.0,20160917,0.05267081,49.80353363,0.052393148,2.366288496,0.123377664,-0.526012655,-1.324939645,0.059826269,,,10.5,0.33,3.02190625
J184613.75,G29.941-0.071,18 46 13.76,-2 41 39.0,20160917,0.05267081,68.04465665,0.072012526,1.808783665,0.169578218,-0.334656212,-0.64434391,0.052310604,,H,4.33,0.55,3.905655598
J184613.75,G29.941-0.071,18 46 13.76,-2 41 39.0,20160917,0.05267081,100.0795564,0.032377317,5.495732903,0.076243516,-1.297203036,-7.588672039,0.091173887,Y,H,7.61,0.69,8.641367234
J184702.38,G30.004-0.266,18 47 02.38,-2 43 37.4,20160917,0.042577513,69.52720258,0.157044947,2.734616319,0.369993248,-0.139785907,-0.406904038,0.047663657,,,4.35,0.55,3.974969607
J184702.38,G30.004-0.266,18 47 02.38,-2 43 37.4,20160917,0.042577513,78.03260436,0.220483186,4.338609793,0.519550695,-0.125399278,-0.579132367,0.060033235,,H,4.47,0.62,4.374349844
J184702.38,G30.004-0.266,18 47 02.38,-2 43 37.4,20160917,0.042577513,103.8531151,0.100905353,4.890700407,0.237616316,-0.290913689,-1.514493548,0.063721026,Y,H,7.15,0.9,8.397407841
J184730.41,G30.030-0.383,18 47 30.42,-2 45 25.3,20160917,0.040907264,71.07706728,0.107405115,2.816151509,0.252922236,-0.186053862,-0.557733737,0.043380954,,,4.34,0.54,4.047780492
J184633.35,G30.103-0.079,18 46 33.35,-2 33 13.0,20160917,0.044475112,87.32941332,0.10567641,2.221056995,0.248851391,-0.184851853,-0.437034499,0.042403082,,H,4.59,0.49,4.821310798
J184635.45,G30.145-0.067,18 46 35.46,-2 30 39.6,20160917,0.035040408,86.84132926,0.100782451,2.435735109,0.237326888,-0.146276807,-0.379260609,0.032002822,,H,6.38,0.92,4.798335733
J183638.78,G30.153+2.730,18 36 38.80,-1 13 30.2,20160615,0.044842493,8.341864447,0.03562398,2.223966598,0.0838889,-0.671302031,-1.589199544,0.051912694,,,0.24,0.01,
J183645.03,G30.214+2.733,18 36 45.00,-1 10 10.7,20160615,0.048170093,8.851684404,0.053947311,1.212605345,0.12703748,-0.273141783,-0.352565513,0.031987228,,,0.24,0.01,
J184722.23,G30.250-0.232,18 47 22.23,-2 29 34.4,20170614,0.028297527,104.1790471,0.035915764,3.183936111,0.084575999,-0.460246367,-1.559864679,0.035883949,Y,H,7.11,0.84,8.314523095
J184721.59,G30.301-0.203,18 47 21.59,-2 26 04.0,20160917,0.046288513,50.00614632,0.189088193,3.092858768,0.445273112,-0.125159979,-0.412057461,0.05136973,,,10.4,0.31,3.024155252
J184721.59,G30.301-0.203,18 47 21.59,-2 26 04.0,20160917,0.046288513,104.2121769,0.071368722,3.478032706,0.168062167,-0.351576894,-1.301625944,0.054469055,,H,7.07,0.84,8.299276986
J184736.01,G30.338-0.251,18 47 36.02,-2 25 21.7,20160917,0.041735239,98.94678678,0.108718256,1.06974292,0.261408679,-0.125876998,-0.1433369,0.032012669,,H,6.9,0.89,8.62091772
J184736.01,G30.338-0.251,18 47 36.02,-2 25 21.7,20160917,0.041735239,103.516756,0.119015312,4.428925742,0.296836185,-0.235838854,-1.111849398,0.06216273,,H,7.03,0.92,8.336398581
J184719.61,G30.339-0.174,18 47 19.61,-2 23 13.5,20160917,0.044313382,50.13812329,0.098667994,2.75124309,0.232347689,-0.234840648,-0.687756091,0.050301639,,,10.4,0.31,3.030001552
J184450.12,G30.340+0.526,18 44 50.13,-2 03 59.1,20160917,0.063007429,16.35083442,0.115375757,2.789794999,0.271691862,-0.259491606,-0.77059789,0.064994403,,,12.44,0.29,
J184519.65,G30.348+0.392,18 45 19.65,-2 07 14.0,20160917,0.043682307,92.81401365,0.192621081,4.343589524,0.453592503,-0.140131764,-0.647914318,0.058596664,,,4.87,0.63,
J184502.70,G30.370+0.482,18 45 02.71,-2 03 33.7,20160917,0.045689281,16.29756659,0.107752382,3.081419501,0.253740006,-0.238405772,-0.781987484,0.05576777,Y,,12.45,0.29,
J184622.33,G30.392+0.121,18 46 22.34,-2 12 18.7,20160917,0.061143428,96.19904742,0.171051587,4.183698654,0.40279972,-0.20245193,-0.901601295,0.075170242,,H,7.34,0.73,
J184716.86,G30.398-0.131,18 47 16.86,-2 18 52.3,20160917,0.050407112,112.7319529,0.123458719,2.999535552,0.290725945,-0.212164002,-0.677419857,0.056863699,,,6.74,1.47,
J184752.76,G30.403-0.297,18 47 52.77,-2 23 10.8,20160917,0.042552479,98.39455248,0.595343284,5.14134597,1.419346848,-0.078980669,-0.432244871,0.104952641,Y,H,6.4,1.46,5.419349457
J184752.76,G30.403-0.297,18 47 52.77,-2 23 10.8,20160917,0.042552479,103.0224761,0.142462916,2.808999096,0.314300331,-0.209850223,-0.627470401,0.091615952,Y,H,6.51,1.71,5.705470195
J184810.81,G30.446-0.359,18 48 10.81,-2 22 34.0,20160818,0.039923739,11.83081407,0.132559974,1.706767717,0.312158006,-0.114879754,-0.2087133,0.033057067,,,1.9,0.33,
J184810.81,G30.446-0.359,18 48 10.81,-2 22 34.0,20160818,0.039923739,47.3779755,0.070802938,1.53640781,0.166729833,-0.204053599,-0.333720569,0.031362966,,H,4.44,1.77,
J184810.81,G30.446-0.359,18 48 10.81,-2 22 34.0,20160818,0.039923739,102.4487176,0.31423949,6.516353819,0.739984838,-0.094702263,-0.656896918,0.064595829,,H,6.48,1.58,8.3796129
J184704.91,G30.536-0.005,18 47 04.92,-2 08 03.6,20160818,0.045822304,41.04756365,0.169939641,6.287411997,0.400181273,-0.194456649,-1.301448319,0.071732854,,H,10.39,0.36,11.48740044
J184704.91,G30.536-0.005,18 47 04.92,-2 08 03.6,20160818,0.045822304,90.95595595,0.070023219,6.168068631,0.164893726,-0.467382107,-3.068693332,0.071045367,,H,4.98,0.68,
J184736.25,G30.587-0.125,18 47 36.26,-2 08 36.6,20160818,0.064510398,90.46793745,0.181350892,1.172968957,0.47624581,-0.105237138,-0.131397698,0.060146728,,H,4.92,0.66,4.995502611
J184736.25,G30.587-0.125,18 47 36.26,-2 08 36.6,20160818,0.064510398,93.82650446,0.107154856,4.167556956,0.280959441,-0.390009117,-1.730168949,0.094573623,,H,7.12,0.86,8.857861722
J184718.88,G30.589-0.043,18 47 18.88,-2 06 17.7,20160818,0.046845201,41.44518174,0.125760313,5.579547933,0.296145867,-0.281823872,-1.673820957,0.076939193,Y,H,10.37,0.35,
J184718.88,G30.589-0.043,18 47 18.88,-2 06 17.7,20160818,0.046845201,90.41435838,0.067574328,5.881848539,0.159126971,-0.538516465,-3.371669778,0.078996163,,H,4.99,0.69,4.992720263
J184736.48,G30.624-0.107,18 47 36.48,-2 06 11.3,20160818,0.06237296,92.51234703,0.149650896,5.70361919,0.352404448,-0.303571007,-1.843075064,0.098618692,,H,7.12,0.84,5.104950586
J184736.48,G30.624-0.107,18 47 36.48,-2 06 11.3,20160818,0.06237296,115.4506398,0.125046759,2.116145986,0.294465499,-0.221335856,-0.498573981,0.060075891,,H,6.62,1.68,
J184800.25,G30.652-0.204,18 48 00.26,-2 07 19.1,20160818,0.037574477,90.39609326,0.119354242,5.222728965,0.312250486,-0.24959613,-1.387610401,0.067281923,Y,H,4.82,0.6,4.994446114
J184800.25,G30.652-0.204,18 48 00.26,-2 07 19.1,20160818,0.037574477,95.84116136,0.254227812,2.296799967,0.607231392,-0.07709183,-0.188479334,0.048445459,,H,7.01,0.91,5.289560049
J184747.44,G30.662-0.139,18 47 47.44,-2 05 00.3,20160818,0.041774422,92.21162688,0.157387356,6.309924746,0.370622603,-0.189331583,-1.271684725,0.064686952,Y,H,7.06,0.86,5.090718102
J184747.44,G30.662-0.139,18 47 47.44,-2 05 00.3,20160818,0.041774422,115.4130561,0.12114785,2.008780253,0.285284174,-0.138810838,-0.296816484,0.036502006,,H,6.62,1.68,
J184704.99,G30.668+0.063,18 47 04.99,-1 59 09.0,20160818,0.052374478,79.06834743,0.074673795,2.381200922,0.251395231,-0.367378735,-0.931198499,0.14399296,,,4.8,0.81,
J184704.99,G30.668+0.063,18 47 04.99,-1 59 09.0,20160818,0.052374478,84.5007858,0.474408474,8.981780628,1.647763884,-0.18972124,-1.813888589,0.286761515,,,4.72,0.59,
J184704.99,G30.668+0.063,18 47 04.99,-1 59 09.0,20160818,0.052374478,92.52928914,0.045383595,4.099422825,0.107955762,-0.998376048,-4.356613955,0.151208776,,H,7.22,0.72,5.107979698
J184715.87,G30.672+0.014,18 47 15.87,-2 00 17.2,20160818,0.044352997,80.84042546,0.098061024,5.124896003,0.237647525,-0.551299629,-3.007495369,0.11923837,,H,4.88,0.79,4.515252184
J184715.87,G30.672+0.014,18 47 15.87,-2 00 17.2,20160818,0.044352997,91.45062717,0.04621263,6.942140369,0.114118156,-1.351632144,-9.988128303,0.137969245,,H,7.21,0.74,5.050618484
J184632.48,G30.693+0.228,18 46 32.48,-1 53 17.1,20160818,0.059434488,87.9597367,0.79046864,31.31979906,1.812265407,-0.152352322,-5.079257792,0.259619395,,H,4.73,0.56,4.870174117
J184632.48,G30.693+0.228,18 46 32.48,-1 53 17.1,20160818,0.059434488,82.09349337,0.10660808,2.611157873,0.268152251,-0.310095837,-0.861908724,0.086441911,,H,4.93,0.8,4.577016966
J184702.73,G30.726+0.103,18 47 02.74,-1 54 56.2,20160818,0.038041286,75.56505745,0.174102859,5.52851952,0.409984996,-0.204290436,-1.202234239,0.077206103,,,4.89,0.72,
J184702.73,G30.726+0.103,18 47 02.74,-1 54 56.2,20160818,0.038041286,92.09273842,0.029672259,4.010688905,0.069873525,-1.020847617,-4.358249673,0.065755631,,,7.22,0.69,
J184707.07,G30.769+0.105,18 47 07.08,-1 52 38.6,20160818,0.047479451,74.79802053,0.082742202,2.805181493,0.194844936,-0.289060036,-0.863139969,0.051918204,,,4.88,0.72,
J184707.07,G30.769+0.105,18 47 07.08,-1 52 38.6,20160818,0.047479451,91.59572394,0.042937647,5.917087181,0.101111441,-0.808939854,-5.095143392,0.075400824,Y,H,5.07,0.71,
J185021.51,G30.770-0.804,18 50 21.52,-2 17 27.5,20160818,0.063559823,78.8321657,0.09059666,2.842329147,0.213340953,-0.331143128,-1.001895267,0.06512433,Y,,3.7,0.37,
J184648.14,G30.788+0.203,18 46 48.14,-1 48 54.4,20160818,0.044424802,60.47920155,0.098705508,1.759006176,0.232436013,-0.190092581,-0.35593012,0.040731224,,,4.84,1.49,
J184648.14,G30.788+0.203,18 46 48.14,-1 48 54.4,20160818,0.044424802,81.3341519,0.066693896,4.100339024,0.15705369,-0.429533684,-1.874775214,0.062187624,Y,,4.96,0.77,
J184648.14,G30.788+0.203,18 46 48.14,-1 48 54.4,20160818,0.044424802,98.79019701,0.066845406,4.795811226,0.157410471,-0.463501441,-2.366166923,0.067256491,,,7.13,0.73,
J184642.03,G30.789+0.232,18 46 42.04,-1 48 05.2,20160818,0.038278446,60.20315204,0.066059188,1.362201773,0.155559035,-0.210977964,-0.305922027,0.03025479,,H,4.92,1.73,3.521189724
J184642.03,G30.789+0.232,18 46 42.04,-1 48 05.2,20160818,0.038278446,81.07663826,0.055984525,3.696658508,0.131834795,-0.410105034,-1.61375144,0.049840517,Y,H,4.94,0.77,4.528820499
J184642.03,G30.789+0.232,18 46 42.04,-1 48 05.2,20160818,0.038278446,98.50776818,0.054076543,4.461271838,0.127341795,-0.466417057,-2.214957109,0.054752632,,H,7.1,0.73,
J184716.49,G30.807+0.080,18 47 16.50,-1 51 16.1,20160818,0.036866996,74.60458145,0.075982332,3.39615507,0.179001362,-0.340921749,-1.232464532,0.056269701,,,4.86,0.73,
J184716.49,G30.807+0.080,18 47 16.50,-1 51 16.1,20160818,0.036866996,89.6521489,0.071493608,2.319278291,0.197707984,-0.312911381,-0.772514132,0.077678184,,,7.15,0.74,
J184716.49,G30.807+0.080,18 47 16.50,-1 51 16.1,20160818,0.036866996,92.50551423,0.125566563,11.65056179,0.243278979,-0.489859228,-6.075057202,0.13020471,Y,H,7.2,0.7,5.113585281
J184724.15,G30.810+0.046,18 47 24.15,-1 52 02.0,20160818,0.120371401,74.69194818,0.12311343,2.629308512,0.29324929,-0.490460082,-1.372705658,0.132281975,,,4.85,0.73,
J184724.15,G30.810+0.046,18 47 24.15,-1 52 02.0,20160818,0.120371401,81.73507429,0.261203268,4.813452862,0.643563956,-0.342038616,-1.752524403,0.212999343,,,4.94,0.79,
J184724.15,G30.810+0.046,18 47 24.15,-1 52 02.0,20160818,0.120371401,92.45402663,0.132885722,9.372681771,0.345014218,-0.92571532,-9.235779018,0.277023923,,H,7.22,0.7,
J184627.01,G30.810+0.314,18 46 27.01,-1 44 42.0,20160818,0.038323384,96.99639059,0.089021051,3.890635017,0.209630643,-0.250891389,-1.039054812,0.048483784,,H,4.97,0.58,5.36712039
J184744.75,G30.810-0.050,18 47 44.75,-1 54 39.3,20160729,0.086122192,12.45090288,0.136814974,2.633617903,0.322177865,-0.432147261,-1.211481372,0.128332381,,,1.84,0.35,0.801629408
J184744.75,G30.810-0.050,18 47 44.75,-1 54 39.3,20160729,0.086122192,81.72450871,0.086283151,3.340062864,0.204082285,-0.777699674,-2.765023124,0.146824713,,H,4.88,0.8,4.560903355
J184744.75,G30.810-0.050,18 47 44.75,-1 54 39.3,20160729,0.086122192,93.7050515,0.036634277,8.830600554,0.087768446,-2.967003059,-27.88948177,0.237335829,Y,H,7.24,0.73,5.179417345
J184636.58,G30.819+0.273,18 46 36.58,-1 45 22.3,20160729,0.039730538,97.83192111,0.073175701,3.11505342,0.17231732,-0.279126825,-0.92554872,0.044338917,Y,,7.06,0.72,
J184706.87,G30.823+0.133,18 47 06.88,-1 48 57.9,20170614,0.027231541,37.58171581,0.447264698,3.915615569,1.053238402,-0.115390468,-0.480952506,0.112035641,,H,2.09,0.26,2.356548832
J184706.87,G30.823+0.133,18 47 06.88,-1 48 57.9,20170614,0.027231541,60.95078435,0.265353004,2.456388574,0.624864794,-0.154049143,-0.402799169,0.088737014,,,10.36,0.4,
J184706.87,G30.823+0.133,18 47 06.88,-1 48 57.9,20170614,0.027231541,74.37253713,0.218725247,4.790276902,0.515063739,-0.260985664,-1.330789851,0.123918699,Y,,4.88,0.72,
J184706.87,G30.823+0.133,18 47 06.88,-1 48 57.9,20170614,0.027231541,95.18389913,0.053265334,5.283742012,0.125431529,-1.125583093,-6.330694778,0.130147376,,,7.16,0.71,
J184754.06,G30.846-0.075,18 47 54.06,-1 53 25.8,20160729,0.048544701,96.76715458,0.047379498,9.1901704,0.111571305,-1.055984686,-10.33031095,0.10861058,Y,H,7.26,0.73,5.355851465
J182909.03,G30.853+5.197,18 29 09.00,0 31 28.2,20170220,0.032191381,7.996448809,0.020946478,2.055277667,0.04932568,-0.708096885,-1.54915687,0.032197669,,,0.24,0.02,
J184715.74,G30.866+0.114,18 47 15.74,-1 47 10.1,20160729,0.057908226,74.45173775,0.172068971,4.17813229,0.405196571,-0.243660669,-1.083676932,0.091014383,,H,4.89,0.72,
J184715.74,G30.866+0.114,18 47 15.74,-1 47 10.1,20160729,0.057908226,82.72376526,0.086071948,1.18132285,0.205535139,-0.273527358,-0.343954967,0.053396865,,,4.74,0.63,
J184715.74,G30.866+0.114,18 47 15.74,-1 47 10.1,20160729,0.057908226,85.69964382,0.246036531,2.463208745,0.622883134,-0.136336888,-0.357475929,0.074734322,,,5.11,0.75,
J184715.74,G30.866+0.114,18 47 15.74,-1 47 10.1,20160729,0.057908226,96.17627735,0.031015373,3.643492325,0.073037148,-1.262349226,-4.895866729,0.084992326,,,7.17,0.72,
J184715.74,G30.866+0.114,18 47 15.74,-1 47 10.1,20160729,0.057908226,106.4552508,0.196146236,3.804745582,0.461898836,-0.203958032,-0.826035371,0.086848793,,,7.11,0.77,
J184708.77,G30.897+0.163,18 47 08.77,-1 44 12.7,20160729,0.05442756,96.1300026,0.057731165,3.530714671,0.137315419,-1.153967647,-4.336990445,0.145378359,Y,H,7.13,0.72,5.322290055
J184708.77,G30.897+0.163,18 47 08.77,-1 44 12.7,20160729,0.05442756,105.107231,0.370654515,5.625345567,0.888564468,-0.226131473,-1.354074094,0.183081114,Y,,7.08,0.76,
J184751.61,G30.902-0.035,18 47 51.61,-1 49 21.0,20160729,0.049301401,67.41252915,0.178975313,1.57107599,0.42145882,-0.139992079,-0.234116954,0.054388717,,H,4.74,0.81,3.869128964
J184751.61,G30.902-0.035,18 47 51.61,-1 49 21.0,20160729,0.049301401,75.04223664,0.179158287,2.978937561,0.421889731,-0.192573736,-0.610647616,0.074893406,,H,4.84,0.73,4.236636327
J184740.78,G30.912+0.020,18 47 40.78,-1 47 18.5,20160729,0.05388638,74.81140791,0.092855136,4.062174786,0.218659317,-0.352068637,-1.522362772,0.070965442,,H,4.87,0.73,
J184727.21,G30.920+0.088,18 47 27.21,-1 45 01.0,20160803,0.043831486,40.59060248,0.245495028,3.097652163,0.578102388,-0.13896561,-0.458218053,0.074057949,,H,10.31,0.36,
J184727.21,G30.920+0.088,18 47 27.21,-1 45 01.0,20160803,0.043831486,75.26817503,0.163454199,3.349672837,0.384909059,-0.217039534,-0.773879692,0.077011672,,,4.93,0.71,
J184727.21,G30.920+0.088,18 47 27.21,-1 45 01.0,20160803,0.043831486,96.76249964,0.116204292,2.991421766,0.273642913,-0.288503059,-0.918671582,0.072777005,,H,7.17,0.71,5.36095695
J184715.11,G30.945+0.157,18 47 15.11,-1 41 48.0,20160803,0.047635157,96.40868372,0.433913658,2.677141158,1.021798705,-0.248618406,-0.708494951,0.234119099,Y,H,7.12,0.71,5.341968542
J184821.98,G30.972-0.141,18 48 21.98,-1 48 30.3,20160803,0.049546767,78.28253486,0.080215101,4.601833282,0.188894012,-0.369381235,-1.809413889,0.064322812,Y,,4.65,0.84,
J184706.48,G30.980+0.216,18 47 06.49,-1 38 20.0,20170614,0.040922619,78.97767543,0.360075039,5.489405206,0.847921181,-0.081023823,-0.473445757,0.063330498,,,4.89,0.79,
J184706.48,G30.980+0.216,18 47 06.49,-1 38 20.0,20170614,0.040922619,98.72305584,0.256414387,7.762323652,0.640446067,-0.138858828,-1.147354052,0.078895832,,H,7.07,0.72,
J184706.48,G30.980+0.216,18 47 06.49,-1 38 20.0,20170614,0.040922619,107.3591798,0.140572287,2.549699972,0.335666569,-0.14545419,-0.394773077,0.046934076,Y,H,6.97,0.82,6.133463566
J182954.32,G31.008+5.064,18 29 54.30,0 36 01.6,20160117,0.0281251,10.0019621,0.035073054,1.42849654,0.082591556,-0.341105539,-0.518680803,0.025970196,,,0.24,0.01,
J184510.16,G31.015+0.778,18 45 10.17,-1 21 04.1,20160803,0.037993643,50.47082246,0.044900059,2.468894891,0.105732613,-0.41115937,-1.080550336,0.040075782,,,3.28,0.89,
J184708.25,G31.036+0.236,18 47 08.25,-1 34 46.6,20160803,0.051768627,77.12464809,0.079839776,2.503148541,0.188010174,-0.358644641,-0.955615484,0.062160814,,H,4.87,0.77,
J184518.97,G31.052+0.756,18 45 18.98,-1 19 42.0,20160803,0.039155487,50.8141879,0.052600849,2.961458323,0.123866771,-0.401733171,-1.266413489,0.045872644,,,3.3,0.88,
J184759.84,G31.159+0.058,18 47 59.84,-1 33 04.6,20160803,0.049095906,39.46056609,0.272269268,9.83037352,0.641151542,-0.176894562,-1.851043874,0.104554614,Y,H,10.25,0.35,
J184814.69,G31.221+0.020,18 48 14.70,-1 30 49.1,20160803,0.042482708,75.56612044,0.056856438,3.367992157,0.133888013,-0.403585422,-1.446900785,0.049812079,,H,5.05,0.64,4.264703727
J184836.14,G31.236-0.072,18 48 36.14,-1 32 30.8,20160803,0.042636,44.18969745,0.071847749,3.674814489,0.169190209,-0.333369742,-1.304048697,0.051994929,,,10.21,0.32,
J184836.14,G31.236-0.072,18 48 36.14,-1 32 30.8,20160803,0.042636,78.72998964,0.125650322,4.47223826,0.328822557,-0.236624012,-1.12646047,0.067183409,,,4.83,0.8,
J184836.14,G31.236-0.072,18 48 36.14,-1 32 30.8,20160803,0.042636,83.45549238,0.146554126,2.066926331,0.348937505,-0.137347861,-0.302189317,0.049458368,,,4.99,0.76,
J184806.49,G31.237+0.067,18 48 06.49,-1 28 42.5,20160803,0.043884192,107.9756756,0.136901348,3.732546508,0.322381243,-0.450962684,-1.791752604,0.134023578,Y,H,7,0.82,6.263568772
J184821.92,G31.253+0.002,18 48 21.93,-1 29 36.0,20160803,0.059226573,44.60323202,0.16776617,4.677202239,0.395063088,-0.251409845,-1.251701113,0.091560534,,,10.24,0.34,
J184821.92,G31.253+0.002,18 48 21.93,-1 29 36.0,20160803,0.059226573,75.66305336,0.12930958,5.438314859,0.304503831,-0.351740002,-2.036190091,0.098732642,,,5.06,0.64,
J184734.24,G31.413+0.308,18 47 34.24,-1 12 39.4,20160817,0.036671747,98.02521423,0.069456097,5.721856277,0.163558241,-0.379690245,-2.312589742,0.057249673,Y,H,5.09,0.51,5.480496174
